Clock cycle: 20, Requests in queue: 0, Servers: 10
Clock cycle: 619, Requests in queue: 48, Servers: 10
Clock cycle: 620, Requests in queue: 48, Servers: 10
Clock cycle: 621, Requests in queue: 48, Servers: 10
Clock cycle: 622, Requests in queue: 48, Servers: 10
Clock cycle: 623, Requests in queue: 48, Servers: 10
Clock cycle: 624, Requests in queue: 48, Servers: 10
Clock cycle: 625, Requests in queue: 48, Servers: 10
Clock cycle: 626, Requests in queue: 48, Servers: 10
Clock cycle: 627, Requests in queue: 48, Servers: 10
Clock cycle: 629, Requests in queue: 47, Servers: 10
Clock cycle: 630, Requests in queue: 47, Servers: 10
Clock cycle: 631, Requests in queue: 47, Servers: 10
Clock cycle: 632, Requests in queue: 47, Servers: 10
Clock cycle: 634, Requests in queue: 46, Servers: 10
Clock cycle: 636, Requests in queue: 47, Servers: 10
Clock cycle: 637, Requests in queue: 47, Servers: 10
Clock cycle: 638, Requests in queue: 47, Servers: 10
Clock cycle: 639, Requests in queue: 47, Servers: 10
Clock cycle: 640, Requests in queue: 47, Servers: 10
Clock cycle: 641, Requests in queue: 47, Servers: 10
Clock cycle: 642, Requests in queue: 47, Servers: 10
Clock cycle: 645, Requests in queue: 47, Servers: 10
Clock cycle: 646, Requests in queue: 47, Servers: 10
Clock cycle: 647, Requests in queue: 47, Servers: 10
Clock cycle: 648, Requests in queue: 47, Servers: 10
Clock cycle: 649, Requests in queue: 47, Servers: 10
Clock cycle: 650, Requests in queue: 47, Servers: 10
Clock cycle: 651, Requests in queue: 47, Servers: 10
Clock cycle: 653, Requests in queue: 48, Servers: 10
Clock cycle: 654, Requests in queue: 48, Servers: 10
Clock cycle: 656, Requests in queue: 47, Servers: 10
Clock cycle: 657, Requests in queue: 47, Servers: 10
Clock cycle: 659, Requests in queue: 48, Servers: 10
Clock cycle: 660, Requests in queue: 48, Servers: 10
Clock cycle: 661, Requests in queue: 48, Servers: 10
Clock cycle: 662, Requests in queue: 48, Servers: 10
Clock cycle: 663, Requests in queue: 48, Servers: 10
Clock cycle: 664, Requests in queue: 48, Servers: 10
Clock cycle: 665, Requests in queue: 48, Servers: 10
Clock cycle: 666, Requests in queue: 48, Servers: 10
Clock cycle: 668, Requests in queue: 47, Servers: 10
Clock cycle: 670, Requests in queue: 46, Servers: 10
Clock cycle: 671, Requests in queue: 46, Servers: 10
Clock cycle: 672, Requests in queue: 46, Servers: 10
Clock cycle: 673, Requests in queue: 46, Servers: 10
Clock cycle: 674, Requests in queue: 46, Servers: 10
Clock cycle: 676, Requests in queue: 47, Servers: 10
Clock cycle: 677, Requests in queue: 47, Servers: 10
Clock cycle: 678, Requests in queue: 47, Servers: 10
Clock cycle: 679, Requests in queue: 47, Servers: 10
Clock cycle: 680, Requests in queue: 47, Servers: 10
Clock cycle: 681, Requests in queue: 47, Servers: 10
Clock cycle: 682, Requests in queue: 47, Servers: 10
Clock cycle: 683, Requests in queue: 47, Servers: 10
Clock cycle: 684, Requests in queue: 47, Servers: 10
Clock cycle: 685, Requests in queue: 47, Servers: 10
Clock cycle: 686, Requests in queue: 47, Servers: 10
Clock cycle: 687, Requests in queue: 47, Servers: 10
Clock cycle: 688, Requests in queue: 47, Servers: 10
Clock cycle: 689, Requests in queue: 47, Servers: 10
Clock cycle: 690, Requests in queue: 47, Servers: 10
Clock cycle: 692, Requests in queue: 48, Servers: 10
Clock cycle: 694, Requests in queue: 47, Servers: 10
Clock cycle: 695, Requests in queue: 47, Servers: 10
Clock cycle: 696, Requests in queue: 47, Servers: 10
Clock cycle: 697, Requests in queue: 47, Servers: 10
Clock cycle: 698, Requests in queue: 47, Servers: 10
Clock cycle: 699, Requests in queue: 47, Servers: 10
Clock cycle: 700, Requests in queue: 47, Servers: 10
Clock cycle: 701, Requests in queue: 47, Servers: 10
Clock cycle: 702, Requests in queue: 47, Servers: 10
Clock cycle: 703, Requests in queue: 47, Servers: 10
Clock cycle: 704, Requests in queue: 47, Servers: 10
Clock cycle: 705, Requests in queue: 47, Servers: 10
Clock cycle: 706, Requests in queue: 47, Servers: 10
Clock cycle: 708, Requests in queue: 48, Servers: 10
Clock cycle: 709, Requests in queue: 48, Servers: 10
Clock cycle: 710, Requests in queue: 48, Servers: 10
Clock cycle: 711, Requests in queue: 48, Servers: 10
Clock cycle: 712, Requests in queue: 48, Servers: 10
Clock cycle: 714, Requests in queue: 49, Servers: 10
Clock cycle: 715, Requests in queue: 49, Servers: 10
Clock cycle: 717, Requests in queue: 48, Servers: 10
Clock cycle: 718, Requests in queue: 48, Servers: 10
Clock cycle: 719, Requests in queue: 48, Servers: 10
Clock cycle: 720, Requests in queue: 48, Servers: 10
Clock cycle: 721, Requests in queue: 48, Servers: 10
Clock cycle: 722, Requests in queue: 48, Servers: 10
Clock cycle: 723, Requests in queue: 48, Servers: 10
Clock cycle: 725, Requests in queue: 47, Servers: 10
Clock cycle: 726, Requests in queue: 47, Servers: 10
Clock cycle: 727, Requests in queue: 47, Servers: 10
Clock cycle: 728, Requests in queue: 47, Servers: 10
Clock cycle: 730, Requests in queue: 48, Servers: 10
Clock cycle: 731, Requests in queue: 48, Servers: 10
Clock cycle: 732, Requests in queue: 48, Servers: 10
Clock cycle: 733, Requests in queue: 48, Servers: 10
Clock cycle: 734, Requests in queue: 48, Servers: 10
Clock cycle: 735, Requests in queue: 48, Servers: 10
Clock cycle: 737, Requests in queue: 49, Servers: 10
Clock cycle: 738, Requests in queue: 49, Servers: 10
Clock cycle: 739, Requests in queue: 49, Servers: 10
Clock cycle: 740, Requests in queue: 49, Servers: 10
Clock cycle: 741, Requests in queue: 49, Servers: 10
Clock cycle: 742, Requests in queue: 49, Servers: 10
Clock cycle: 743, Requests in queue: 49, Servers: 10
Clock cycle: 744, Requests in queue: 49, Servers: 10
Clock cycle: 745, Requests in queue: 49, Servers: 10
Clock cycle: 746, Requests in queue: 49, Servers: 10
Clock cycle: 747, Requests in queue: 49, Servers: 10
Clock cycle: 748, Requests in queue: 49, Servers: 10
Clock cycle: 749, Requests in queue: 49, Servers: 10
Clock cycle: 750, Requests in queue: 49, Servers: 10
Clock cycle: 751, Requests in queue: 49, Servers: 10
Clock cycle: 752, Requests in queue: 49, Servers: 10
Clock cycle: 753, Requests in queue: 49, Servers: 10
Clock cycle: 754, Requests in queue: 49, Servers: 10
Clock cycle: 755, Requests in queue: 49, Servers: 10
Clock cycle: 756, Requests in queue: 49, Servers: 10
Clock cycle: 758, Requests in queue: 50, Servers: 10
Clock cycle: 759, Requests in queue: 50, Servers: 10
Clock cycle: 760, Requests in queue: 50, Servers: 10
Clock cycle: 761, Requests in queue: 50, Servers: 10
Clock cycle: 762, Requests in queue: 50, Servers: 10
Clock cycle: 763, Requests in queue: 50, Servers: 10
Clock cycle: 764, Requests in queue: 50, Servers: 10
Clock cycle: 765, Requests in queue: 50, Servers: 10
Clock cycle: 766, Requests in queue: 50, Servers: 10
Clock cycle: 768, Requests in queue: 51, Servers: 10
Clock cycle: 769, Requests in queue: 51, Servers: 10
Clock cycle: 770, Requests in queue: 51, Servers: 10
Clock cycle: 771, Requests in queue: 51, Servers: 10
Clock cycle: 772, Requests in queue: 51, Servers: 10
Clock cycle: 774, Requests in queue: 50, Servers: 10
Clock cycle: 775, Requests in queue: 50, Servers: 10
Clock cycle: 776, Requests in queue: 50, Servers: 10
Clock cycle: 778, Requests in queue: 51, Servers: 10
Clock cycle: 779, Requests in queue: 51, Servers: 10
Clock cycle: 780, Requests in queue: 51, Servers: 10
Clock cycle: 781, Requests in queue: 51, Servers: 10
Clock cycle: 782, Requests in queue: 51, Servers: 10
Clock cycle: 783, Requests in queue: 51, Servers: 10
Clock cycle: 784, Requests in queue: 51, Servers: 10
Clock cycle: 785, Requests in queue: 51, Servers: 10
Clock cycle: 786, Requests in queue: 51, Servers: 10
Clock cycle: 788, Requests in queue: 52, Servers: 10
Clock cycle: 789, Requests in queue: 52, Servers: 10
Clock cycle: 791, Requests in queue: 51, Servers: 10
Clock cycle: 792, Requests in queue: 51, Servers: 10
Clock cycle: 793, Requests in queue: 51, Servers: 10
Clock cycle: 794, Requests in queue: 51, Servers: 10
Clock cycle: 796, Requests in queue: 52, Servers: 10
Clock cycle: 798, Requests in queue: 51, Servers: 10
Clock cycle: 799, Requests in queue: 51, Servers: 10
Clock cycle: 800, Requests in queue: 51, Servers: 10
Clock cycle: 801, Requests in queue: 51, Servers: 10
Clock cycle: 802, Requests in queue: 51, Servers: 10
Clock cycle: 803, Requests in queue: 51, Servers: 10
Clock cycle: 804, Requests in queue: 51, Servers: 10
Clock cycle: 805, Requests in queue: 51, Servers: 10
Clock cycle: 806, Requests in queue: 51, Servers: 10
Clock cycle: 808, Requests in queue: 52, Servers: 10
Clock cycle: 810, Requests in queue: 51, Servers: 10
Clock cycle: 811, Requests in queue: 51, Servers: 10
Clock cycle: 812, Requests in queue: 51, Servers: 10
Clock cycle: 814, Requests in queue: 52, Servers: 10
Clock cycle: 816, Requests in queue: 53, Servers: 10
Clock cycle: 817, Requests in queue: 53, Servers: 10
Clock cycle: 818, Requests in queue: 53, Servers: 10
Clock cycle: 819, Requests in queue: 53, Servers: 10
Clock cycle: 820, Requests in queue: 53, Servers: 10
Clock cycle: 821, Requests in queue: 53, Servers: 10
Clock cycle: 822, Requests in queue: 53, Servers: 10
Clock cycle: 824, Requests in queue: 54, Servers: 10
Clock cycle: 825, Requests in queue: 54, Servers: 10
Clock cycle: 826, Requests in queue: 54, Servers: 10
Clock cycle: 827, Requests in queue: 54, Servers: 10
Clock cycle: 828, Requests in queue: 54, Servers: 10
Clock cycle: 829, Requests in queue: 54, Servers: 10
Clock cycle: 830, Requests in queue: 54, Servers: 10
Clock cycle: 831, Requests in queue: 54, Servers: 10
Clock cycle: 833, Requests in queue: 53, Servers: 10
Clock cycle: 835, Requests in queue: 52, Servers: 10
Clock cycle: 836, Requests in queue: 52, Servers: 10
Clock cycle: 837, Requests in queue: 52, Servers: 10
Clock cycle: 838, Requests in queue: 52, Servers: 10
Clock cycle: 839, Requests in queue: 52, Servers: 10
Clock cycle: 840, Requests in queue: 52, Servers: 10
Clock cycle: 841, Requests in queue: 52, Servers: 10
Clock cycle: 842, Requests in queue: 52, Servers: 10
Clock cycle: 844, Requests in queue: 51, Servers: 10
Clock cycle: 845, Requests in queue: 51, Servers: 10
Clock cycle: 846, Requests in queue: 51, Servers: 10
Clock cycle: 847, Requests in queue: 51, Servers: 10
Clock cycle: 848, Requests in queue: 51, Servers: 10
Clock cycle: 849, Requests in queue: 51, Servers: 10
Clock cycle: 850, Requests in queue: 51, Servers: 10
Clock cycle: 851, Requests in queue: 51, Servers: 10
Clock cycle: 852, Requests in queue: 51, Servers: 10
Clock cycle: 853, Requests in queue: 51, Servers: 10
Clock cycle: 854, Requests in queue: 51, Servers: 10
Clock cycle: 855, Requests in queue: 51, Servers: 10
Clock cycle: 856, Requests in queue: 51, Servers: 10
Clock cycle: 857, Requests in queue: 51, Servers: 10
Clock cycle: 858, Requests in queue: 51, Servers: 10
Clock cycle: 859, Requests in queue: 51, Servers: 10
Clock cycle: 860, Requests in queue: 51, Servers: 10
Clock cycle: 861, Requests in queue: 51, Servers: 10
Clock cycle: 862, Requests in queue: 51, Servers: 10
Clock cycle: 863, Requests in queue: 51, Servers: 10
Clock cycle: 864, Requests in queue: 51, Servers: 10
Clock cycle: 865, Requests in queue: 51, Servers: 10
Clock cycle: 866, Requests in queue: 51, Servers: 10
Clock cycle: 867, Requests in queue: 51, Servers: 10
Clock cycle: 868, Requests in queue: 51, Servers: 10
Clock cycle: 870, Requests in queue: 52, Servers: 10
Clock cycle: 871, Requests in queue: 52, Servers: 10
Clock cycle: 872, Requests in queue: 52, Servers: 10
Clock cycle: 873, Requests in queue: 52, Servers: 10
Clock cycle: 874, Requests in queue: 52, Servers: 10
Clock cycle: 875, Requests in queue: 52, Servers: 10
Clock cycle: 876, Requests in queue: 52, Servers: 10
Clock cycle: 877, Requests in queue: 52, Servers: 10
Clock cycle: 878, Requests in queue: 52, Servers: 10
Clock cycle: 880, Requests in queue: 53, Servers: 10
Clock cycle: 881, Requests in queue: 53, Servers: 10
Clock cycle: 882, Requests in queue: 53, Servers: 10
Clock cycle: 883, Requests in queue: 53, Servers: 10
Clock cycle: 884, Requests in queue: 53, Servers: 10
Clock cycle: 885, Requests in queue: 53, Servers: 10
Clock cycle: 886, Requests in queue: 53, Servers: 10
Clock cycle: 889, Requests in queue: 53, Servers: 10
Clock cycle: 890, Requests in queue: 53, Servers: 10
Clock cycle: 892, Requests in queue: 54, Servers: 10
Clock cycle: 893, Requests in queue: 54, Servers: 10
Clock cycle: 894, Requests in queue: 54, Servers: 10
Clock cycle: 895, Requests in queue: 54, Servers: 10
Clock cycle: 896, Requests in queue: 54, Servers: 10
Clock cycle: 897, Requests in queue: 54, Servers: 10
Clock cycle: 898, Requests in queue: 54, Servers: 10
Clock cycle: 899, Requests in queue: 54, Servers: 10
Clock cycle: 900, Requests in queue: 54, Servers: 10
Clock cycle: 901, Requests in queue: 54, Servers: 10
Clock cycle: 903, Requests in queue: 55, Servers: 10
Clock cycle: 904, Requests in queue: 55, Servers: 10
Clock cycle: 905, Requests in queue: 55, Servers: 10
Clock cycle: 906, Requests in queue: 55, Servers: 10
Clock cycle: 907, Requests in queue: 55, Servers: 10
Clock cycle: 908, Requests in queue: 55, Servers: 10
Clock cycle: 910, Requests in queue: 56, Servers: 10
Clock cycle: 911, Requests in queue: 56, Servers: 10
Clock cycle: 912, Requests in queue: 56, Servers: 10
Clock cycle: 913, Requests in queue: 56, Servers: 10
Clock cycle: 914, Requests in queue: 56, Servers: 10
Clock cycle: 915, Requests in queue: 56, Servers: 10
Clock cycle: 916, Requests in queue: 56, Servers: 10
Clock cycle: 917, Requests in queue: 56, Servers: 10
Clock cycle: 918, Requests in queue: 56, Servers: 10
Clock cycle: 919, Requests in queue: 56, Servers: 10
Clock cycle: 920, Requests in queue: 56, Servers: 10
Clock cycle: 921, Requests in queue: 56, Servers: 10
Clock cycle: 922, Requests in queue: 56, Servers: 10
Clock cycle: 923, Requests in queue: 56, Servers: 10
Clock cycle: 924, Requests in queue: 56, Servers: 10
Clock cycle: 925, Requests in queue: 56, Servers: 10
Clock cycle: 927, Requests in queue: 55, Servers: 10
Clock cycle: 928, Requests in queue: 55, Servers: 10
Clock cycle: 929, Requests in queue: 55, Servers: 10
Clock cycle: 930, Requests in queue: 55, Servers: 10
Clock cycle: 931, Requests in queue: 55, Servers: 10
Clock cycle: 932, Requests in queue: 55, Servers: 10
Clock cycle: 934, Requests in queue: 56, Servers: 10
Clock cycle: 935, Requests in queue: 56, Servers: 10
Clock cycle: 936, Requests in queue: 56, Servers: 10
Clock cycle: 938, Requests in queue: 57, Servers: 10
Clock cycle: 939, Requests in queue: 57, Servers: 10
Clock cycle: 940, Requests in queue: 57, Servers: 10
Clock cycle: 942, Requests in queue: 56, Servers: 10
Clock cycle: 943, Requests in queue: 56, Servers: 10
Clock cycle: 944, Requests in queue: 56, Servers: 10
Clock cycle: 945, Requests in queue: 56, Servers: 10
Clock cycle: 946, Requests in queue: 56, Servers: 10
Clock cycle: 947, Requests in queue: 56, Servers: 10
Clock cycle: 948, Requests in queue: 56, Servers: 10
Clock cycle: 949, Requests in queue: 56, Servers: 10
Clock cycle: 951, Requests in queue: 57, Servers: 10
Clock cycle: 953, Requests in queue: 58, Servers: 10
Clock cycle: 954, Requests in queue: 58, Servers: 10
Clock cycle: 955, Requests in queue: 58, Servers: 10
Clock cycle: 956, Requests in queue: 58, Servers: 10
Clock cycle: 957, Requests in queue: 58, Servers: 10
Clock cycle: 958, Requests in queue: 58, Servers: 10
Clock cycle: 959, Requests in queue: 58, Servers: 10
Clock cycle: 960, Requests in queue: 58, Servers: 10
Clock cycle: 962, Requests in queue: 59, Servers: 10
Clock cycle: 963, Requests in queue: 59, Servers: 10
Clock cycle: 964, Requests in queue: 59, Servers: 10
Clock cycle: 965, Requests in queue: 59, Servers: 10
Clock cycle: 966, Requests in queue: 59, Servers: 10
Clock cycle: 967, Requests in queue: 59, Servers: 10
Clock cycle: 968, Requests in queue: 59, Servers: 10
Clock cycle: 969, Requests in queue: 59, Servers: 10
Clock cycle: 970, Requests in queue: 59, Servers: 10
Clock cycle: 971, Requests in queue: 59, Servers: 10
Clock cycle: 972, Requests in queue: 59, Servers: 10
Clock cycle: 973, Requests in queue: 59, Servers: 10
Clock cycle: 974, Requests in queue: 59, Servers: 10
Clock cycle: 975, Requests in queue: 59, Servers: 10
Clock cycle: 976, Requests in queue: 59, Servers: 10
Clock cycle: 977, Requests in queue: 59, Servers: 10
Clock cycle: 978, Requests in queue: 59, Servers: 10
Clock cycle: 979, Requests in queue: 59, Servers: 10
Clock cycle: 980, Requests in queue: 59, Servers: 10
Clock cycle: 981, Requests in queue: 59, Servers: 10
Clock cycle: 982, Requests in queue: 59, Servers: 10
Clock cycle: 983, Requests in queue: 59, Servers: 10
Clock cycle: 984, Requests in queue: 59, Servers: 10
Clock cycle: 985, Requests in queue: 59, Servers: 10
Clock cycle: 986, Requests in queue: 59, Servers: 10
Clock cycle: 988, Requests in queue: 60, Servers: 10
Clock cycle: 989, Requests in queue: 60, Servers: 10
Clock cycle: 990, Requests in queue: 60, Servers: 10
Clock cycle: 991, Requests in queue: 60, Servers: 10
Clock cycle: 992, Requests in queue: 60, Servers: 10
Clock cycle: 993, Requests in queue: 60, Servers: 10
Clock cycle: 994, Requests in queue: 60, Servers: 10
Clock cycle: 995, Requests in queue: 60, Servers: 10
Clock cycle: 997, Requests in queue: 59, Servers: 10
Clock cycle: 998, Requests in queue: 59, Servers: 10
Clock cycle: 999, Requests in queue: 59, Servers: 10
Clock cycle: 1000, Requests in queue: 59, Servers: 10
Clock cycle: 1001, Requests in queue: 59, Servers: 10
Clock cycle: 1002, Requests in queue: 59, Servers: 10
Clock cycle: 1004, Requests in queue: 60, Servers: 10
Clock cycle: 1006, Requests in queue: 61, Servers: 10
Clock cycle: 1007, Requests in queue: 61, Servers: 10
